N,P,K,ph,temperature,humidity,rainfall,soil,label
44.68,35.62,66.11,6.36,32.51,91.81,161.11,alluvial,spinach
54.11,26.35,59.04,6.52,31.95,80.34,189.35,alluvial,spinach
66.02,41.27,52.56,6.62,31.8,87.6,186.06,new alluvial,spinach
69.85,33.59,47.32,6.29,33.36,87.93,179.65,alluvial,spinach
44.69,35.96,50.84,6.01,27.89,82.24,161.37,silty clay,spinach
65.16,35.28,56.21,6.81,32.77,86.13,180.82,new alluvial,spinach
73.69,33.25,69.4,5.86,30.55,78.36,221.14,silty clay,spinach
55.79,35.49,62.02,5.92,30.91,88.13,147.4,silty clay,spinach
61.99,37.41,58.13,6.23,30.37,85.62,198.15,silty clay,spinach
58.24,35.39,49.36,6.13,31.63,89.62,140.07,alluvial,spinach
76.79,31.64,36.14,5.9,32.47,91.63,186.63,silty clay,spinach
40.1,25.46,66.67,5.99,30.35,78.86,169.49,silty clay,spinach
64.27,41.04,55.41,6.21,31.65,85.75,166.07,alluvial,spinach
67.55,34.46,66.69,6.06,32.32,75.29,174.26,new alluvial,spinach
53.58,30.36,62.19,6.14,34.1,86.17,212.56,new alluvial,spinach
58.39,33.61,42.6,6.01,30.08,80.73,164.4,alluvial,spinach
35.64,36.56,44.61,6.26,30.78,84.71,164.76,silty clay,spinach
50.9,40.96,69.77,5.57,31.87,87.49,196.92,new alluvial,spinach
70.4,27.68,57.37,6.09,31.74,85.3,157.55,new alluvial,spinach
47.14,28.94,41.14,6.23,32.28,85.42,192.34,new alluvial,spinach
58.81,32.58,46.67,6.22,30.62,88.88,170.14,new alluvial,spinach
38.83,31.64,49.27,6.46,30.46,87.01,185.81,silty clay,spinach
60.52,32.35,37.0,5.96,30.25,85.86,183.53,silty clay,spinach
74.72,23.24,72.9,5.91,30.22,90.62,187.61,silty clay,spinach
50.24,37.44,58.24,6.21,30.89,87.14,205.63,alluvial,spinach
65.96,29.12,61.07,5.95,31.31,82.59,169.46,new alluvial,spinach
57.64,28.71,62.77,5.21,25.37,69.68,185.38,alluvial,spinach
74.88,34.12,50.6,5.83,34.87,88.16,180.8,alluvial,spinach
61.7,34.63,54.94,6.24,31.87,87.17,202.01,new alluvial,spinach
37.93,29.2,44.29,5.84,30.73,83.1,204.59,silty clay,spinach
56.35,31.56,66.7,6.57,32.49,83.56,188.12,silty clay,spinach
50.56,33.39,83.44,6.15,29.26,84.6,216.82,silty clay,spinach
62.64,36.0,66.41,6.28,32.52,90.07,193.3,alluvial,spinach
44.0,26.73,59.46,6.64,31.13,88.53,160.86,new alluvial,spinach
72.5,39.29,48.51,6.19,34.98,83.92,202.82,alluvial,spinach
49.38,34.98,49.4,6.18,30.15,90.61,183.86,alluvial,spinach
56.93,33.05,55.58,5.9,31.43,90.57,194.36,silty clay,spinach
54.3,35.99,46.85,6.33,28.92,85.67,198.73,alluvial,spinach
67.26,37.78,45.18,5.75,31.56,89.51,142.13,new alluvial,spinach
41.13,37.31,51.21,6.13,34.3,78.47,189.73,new alluvial,spinach
68.82,41.35,52.7,6.66,29.17,87.85,196.53,new alluvial,spinach
74.73,38.41,53.77,5.92,31.49,78.42,201.59,new alluvial,spinach
66.35,31.63,48.25,6.31,33.93,85.51,207.04,new alluvial,spinach
59.12,37.84,53.63,6.1,33.1,94.4,202.94,silty clay,spinach
49.33,34.79,67.82,6.64,32.76,83.75,179.4,silty clay,spinach
50.39,34.72,44.75,6.34,31.77,94.4,178.96,alluvial,spinach
60.8,35.26,71.52,6.72,30.91,84.48,179.71,new alluvial,spinach
42.45,34.4,65.18,6.52,32.48,85.03,169.06,alluvial,spinach
51.39,35.1,74.48,6.35,32.66,90.95,212.28,new alluvial,spinach
49.88,32.69,44.98,6.39,26.98,78.02,177.4,alluvial,spinach
70.56,38.98,49.08,6.28,31.28,82.42,180.99,alluvial,spinach
37.75,34.63,50.93,6.65,28.45,84.68,194.75,alluvial,spinach
53.28,31.85,52.31,5.81,31.12,79.5,144.1,alluvial,spinach
68.6,27.21,36.55,6.22,31.99,91.74,170.74,silty clay,spinach
55.1,28.78,67.31,6.03,29.21,91.75,166.97,alluvial,spinach
54.13,36.43,59.3,6.24,28.58,88.45,199.77,alluvial,spinach
47.67,31.03,54.05,6.08,33.44,96.12,175.77,silty clay,spinach
53.73,32.19,40.63,5.88,30.62,88.64,185.68,new alluvial,spinach
53.09,44.35,60.92,6.09,31.83,84.27,187.46,new alluvial,spinach
61.11,29.65,66.69,5.76,31.17,86.57,217.9,silty clay,spinach
65.0,39.46,65.13,5.97,32.13,78.26,209.97,silty clay,spinach
76.3,34.71,64.42,6.66,31.7,70.87,202.45,silty clay,spinach
49.68,30.83,77.11,6.6,30.92,84.36,176.51,alluvial,spinach
55.81,38.6,48.23,6.39,32.35,78.75,168.04,new alluvial,spinach
51.97,43.29,46.23,6.36,30.77,82.19,197.47,new alluvial,spinach
59.71,26.47,50.86,6.22,30.36,76.87,183.92,silty clay,spinach
49.08,39.73,64.39,6.44,28.88,82.57,176.81,alluvial,spinach
51.75,31.58,41.56,5.96,31.92,87.94,190.61,silty clay,spinach
37.54,36.45,47.93,5.93,30.76,81.17,166.52,alluvial,spinach
52.8,38.81,54.14,6.01,31.82,80.74,181.57,alluvial,spinach
57.4,37.66,73.07,6.32,30.4,85.24,161.67,new alluvial,spinach
58.64,35.23,51.17,6.0,31.03,85.83,213.1,alluvial,spinach
58.66,21.28,72.09,6.18,31.48,89.88,194.82,silty clay,spinach
70.47,32.59,67.33,6.83,32.19,89.28,170.48,new alluvial,spinach
67.2,35.43,55.13,6.25,31.75,77.7,201.23,silty clay,spinach
56.18,29.69,70.76,6.43,32.2,76.95,156.04,alluvial,spinach
42.76,27.51,68.59,6.33,31.68,87.57,183.54,new alluvial,spinach
68.87,32.14,38.9,6.04,31.9,92.67,160.96,alluvial,spinach
60.98,27.16,60.26,6.5,33.2,82.53,187.45,silty clay,spinach
71.48,34.19,50.11,5.82,28.92,94.15,194.32,silty clay,spinach
48.76,38.64,71.5,6.05,31.83,93.94,202.4,silty clay,spinach
67.34,36.35,69.32,5.88,29.99,95.18,206.31,new alluvial,spinach
74.37,33.5,64.47,6.41,28.91,85.61,193.28,silty clay,spinach
41.82,33.19,45.2,6.78,31.74,98.36,196.16,alluvial,spinach
66.95,39.86,48.86,6.08,32.76,81.3,188.03,alluvial,spinach
61.21,31.84,50.02,5.66,34.38,79.03,136.44,new alluvial,spinach
39.9,28.89,39.63,6.53,31.65,85.91,181.87,alluvial,spinach
63.5,36.85,57.41,6.08,32.0,77.12,152.4,silty clay,spinach
64.68,31.73,49.97,6.47,31.12,90.07,184.06,silty clay,spinach
52.62,38.64,70.29,6.31,33.71,83.15,213.41,silty clay,spinach
52.28,34.06,62.48,6.66,32.18,82.39,166.22,alluvial,spinach
50.11,26.85,48.22,6.21,32.02,81.47,159.31,new alluvial,spinach
73.82,31.39,57.26,6.42,31.87,77.06,169.5,new alluvial,spinach
40.14,26.74,46.9,6.17,32.26,83.18,145.7,alluvial,spinach
69.07,36.63,33.59,5.99,30.67,91.02,181.13,new alluvial,spinach
54.26,34.29,58.63,6.23,29.67,80.13,188.71,silty clay,spinach
70.47,32.89,41.54,6.04,33.4,82.72,195.93,alluvial,spinach
44.73,39.13,67.45,6.2,31.94,78.21,144.19,silty clay,spinach
44.11,41.33,57.06,6.68,31.81,82.63,141.1,alluvial,spinach
48.25,30.09,57.32,6.2,31.03,87.95,183.76,new alluvial,spinach
58.98,35.84,48.97,6.22,32.34,80.12,148.17,silty clay,spinach
56.26,37.62,66.66,6.52,32.14,72.61,198.41,alluvial,spinach
69.49,36.7,60.79,5.94,31.49,81.56,178.71,silty clay,spinach
47.64,39.03,56.31,6.45,32.17,90.18,164.66,alluvial,spinach
42.43,27.37,70.35,6.49,29.35,83.3,180.84,alluvial,spinach
46.37,40.03,73.7,5.89,30.96,81.64,185.85,silty clay,spinach
50.85,36.22,46.96,6.22,30.65,83.17,179.23,alluvial,spinach
63.49,38.57,65.27,6.01,32.04,90.37,199.93,alluvial,spinach
30.67,42.51,47.06,6.91,30.26,84.81,196.67,new alluvial,spinach
34.68,40.93,51.24,6.49,32.08,87.31,184.72,silty clay,spinach
49.39,31.67,61.21,6.32,29.53,88.34,183.29,new alluvial,spinach
55.22,32.47,48.45,6.2,31.66,84.78,154.82,silty clay,spinach
55.59,24.56,54.71,5.87,32.73,89.75,169.39,new alluvial,spinach
44.24,27.87,54.39,5.96,33.5,83.8,174.94,new alluvial,spinach
35.13,43.08,56.47,5.96,30.02,86.13,191.7,alluvial,spinach
53.74,37.58,74.84,6.38,31.77,82.3,163.15,alluvial,spinach
72.25,33.37,54.61,6.39,33.8,71.93,190.87,silty clay,spinach
63.03,25.97,36.63,6.35,33.31,81.14,182.9,silty clay,spinach
53.83,32.29,51.37,6.13,30.84,87.19,160.6,new alluvial,spinach
52.62,32.79,59.49,6.48,30.87,82.54,169.18,new alluvial,spinach
62.66,36.72,52.35,6.15,33.97,79.7,204.22,silty clay,spinach
41.48,28.1,46.91,6.33,31.44,93.47,151.98,alluvial,spinach
67.47,30.17,65.83,5.94,33.67,84.46,189.13,silty clay,spinach
48.8,32.83,59.16,6.04,33.03,76.76,176.35,silty clay,spinach
55.72,40.81,68.18,6.8,31.91,80.5,174.55,alluvial,spinach
57.74,34.71,59.93,6.15,29.7,82.16,176.26,alluvial,spinach
72.07,31.25,43.56,6.75,31.98,73.32,169.22,new alluvial,spinach
38.5,36.88,37.99,5.93,28.87,82.45,191.93,silty clay,spinach
60.88,31.26,68.21,6.04,31.37,83.8,171.56,alluvial,spinach
69.96,34.43,59.67,5.79,32.13,88.93,198.51,alluvial,spinach
56.27,28.33,74.7,6.21,30.18,81.22,167.06,alluvial,spinach
52.28,28.72,51.21,6.01,31.66,82.39,176.42,alluvial,spinach
56.57,41.48,71.95,6.49,31.58,91.83,152.13,alluvial,spinach
63.11,36.82,57.09,6.57,30.98,86.36,174.09,new alluvial,spinach
54.32,35.45,41.81,5.77,30.47,82.33,219.24,alluvial,spinach
59.52,35.38,40.8,6.11,31.94,72.93,191.21,new alluvial,spinach
46.71,35.51,51.73,6.32,30.4,87.55,176.38,new alluvial,spinach
58.25,31.36,61.27,5.94,31.42,81.99,228.7,silty clay,spinach
59.71,37.65,59.6,5.56,33.24,81.71,176.75,new alluvial,spinach
53.51,39.71,67.62,5.95,31.04,97.65,155.89,new alluvial,spinach
64.55,39.25,53.99,6.39,31.18,81.47,174.89,alluvial,spinach
51.19,32.29,56.32,5.79,30.62,85.21,156.35,alluvial,spinach
69.7,33.13,38.59,5.94,30.18,82.15,168.72,new alluvial,spinach
40.95,34.43,70.18,6.53,30.94,79.23,176.33,silty clay,spinach
49.1,29.37,58.48,5.99,30.32,83.57,173.71,alluvial,spinach
34.76,37.59,70.21,6.6,32.2,85.93,188.5,new alluvial,spinach
59.16,32.69,32.6,6.28,32.88,81.86,166.44,new alluvial,spinach
43.38,37.26,67.9,6.4,33.66,86.77,166.16,silty clay,spinach
55.11,28.05,58.9,6.18,30.34,92.11,203.14,silty clay,spinach
67.35,34.68,64.32,6.72,31.62,78.52,209.11,alluvial,spinach
74.49,38.96,36.28,6.45,34.04,92.6,155.2,alluvial,spinach
71.01,38.66,58.1,6.05,33.03,87.05,193.99,alluvial,spinach
67.04,29.11,33.09,6.29,32.21,87.38,179.3,alluvial,spinach
63.58,32.93,69.71,6.21,30.7,88.44,178.65,silty clay,spinach
53.86,26.02,63.09,6.26,29.08,79.71,187.76,alluvial,spinach
56.08,35.01,56.06,6.02,31.05,77.91,146.47,alluvial,spinach
68.25,33.59,48.01,6.69,34.17,88.11,162.59,new alluvial,spinach
55.51,34.54,63.93,6.09,31.59,79.11,191.39,new alluvial,spinach
49.71,29.74,65.05,6.18,30.59,84.86,141.82,new alluvial,spinach
58.1,31.9,59.55,6.59,32.99,84.72,204.89,alluvial,spinach
49.41,29.81,40.42,6.37,32.85,90.66,200.23,silty clay,spinach
50.26,35.57,55.91,6.02,30.84,87.89,157.63,new alluvial,spinach
50.72,33.68,51.45,6.35,33.86,89.4,182.53,silty clay,spinach
39.86,33.95,51.93,6.35,30.05,83.47,201.17,silty clay,spinach
51.27,36.6,57.48,5.98,31.52,77.71,178.53,new alluvial,spinach
65.33,35.23,64.07,6.67,29.36,80.21,187.87,silty clay,spinach
42.46,35.34,48.3,6.05,28.65,101.04,149.66,silty clay,spinach
43.0,34.21,83.08,6.29,31.31,83.86,153.7,silty clay,spinach
59.5,33.29,42.93,5.98,31.49,84.85,159.4,silty clay,spinach
66.63,31.54,55.74,5.14,32.24,87.92,182.06,new alluvial,spinach
50.87,27.75,55.24,6.13,33.28,80.34,187.34,new alluvial,spinach
61.01,39.6,57.81,6.78,30.85,83.48,188.3,new alluvial,spinach
62.72,28.49,66.44,6.21,29.24,81.44,163.69,silty clay,spinach
47.32,30.37,56.4,6.29,30.32,87.72,173.89,new alluvial,spinach
68.08,36.19,47.39,5.69,34.32,84.39,220.53,silty clay,spinach
45.36,37.51,59.42,6.59,30.21,82.66,167.71,new alluvial,spinach
49.82,31.96,60.02,6.31,30.74,87.57,161.35,silty clay,spinach
52.11,43.14,61.87,6.19,31.34,83.49,183.96,alluvial,spinach
55.59,33.23,46.19,5.93,34.25,92.91,202.5,new alluvial,spinach
42.4,30.59,52.62,6.22,29.99,86.87,154.49,alluvial,spinach
76.38,34.19,50.63,6.15,30.83,95.57,190.76,alluvial,spinach
58.15,30.12,52.28,6.74,31.44,81.58,210.11,silty clay,spinach
74.25,29.3,52.68,6.5,32.16,88.15,141.13,alluvial,spinach
69.95,19.68,51.52,5.96,31.07,86.32,162.58,silty clay,spinach
63.72,31.61,70.88,5.92,29.23,86.42,140.18,silty clay,spinach
75.79,37.49,63.94,6.19,33.9,78.75,195.08,silty clay,spinach
60.81,32.36,55.24,6.15,32.86,79.96,163.94,silty clay,spinach
70.0,33.32,61.17,6.13,31.64,80.31,165.55,new alluvial,spinach
73.01,32.33,80.78,6.5,33.97,77.43,143.94,alluvial,spinach
52.56,30.25,62.29,5.87,32.2,87.68,205.04,new alluvial,spinach
73.24,31.72,45.77,6.22,32.09,83.19,173.04,alluvial,spinach
67.48,29.29,45.99,6.33,32.67,88.01,189.36,silty clay,spinach
55.46,28.67,39.74,5.67,31.84,90.39,170.74,new alluvial,spinach
49.5,35.04,45.4,6.53,32.66,76.23,192.38,silty clay,spinach
47.4,29.23,65.72,6.01,30.96,84.19,178.36,silty clay,spinach
65.78,30.29,63.24,6.37,29.88,88.07,157.94,alluvial,spinach
55.6,40.16,43.56,6.41,31.1,85.03,153.24,silty clay,spinach
57.67,30.42,60.66,6.36,34.32,87.21,180.34,silty clay,spinach
53.12,30.28,49.9,5.79,31.66,84.96,151.46,new alluvial,spinach
48.17,36.42,53.22,5.92,33.65,90.55,204.69,new alluvial,spinach
61.4,34.64,59.0,6.6,31.79,81.97,171.61,new alluvial,spinach
50.03,32.02,46.85,5.61,32.19,78.81,188.08,silty clay,spinach
56.84,36.76,55.49,6.39,31.63,94.72,175.57,new alluvial,spinach
49.66,29.13,54.33,6.28,30.99,91.05,153.13,silty clay,spinach
49.4,39.27,54.82,5.59,32.82,81.58,199.35,alluvial,spinach
46.12,29.95,56.49,6.7,31.5,86.75,200.83,silty clay,spinach
67.67,33.28,72.64,5.59,30.61,89.23,166.94,silty clay,spinach
47.0,38.69,38.88,5.98,31.78,90.35,177.53,silty clay,spinach
55.13,40.53,43.21,6.03,32.64,91.36,195.54,new alluvial,spinach
47.43,32.51,60.4,6.38,30.22,81.81,150.31,silty clay,spinach
54.37,38.18,50.27,5.87,33.85,81.1,177.18,silty clay,spinach
50.17,35.52,57.3,6.27,32.86,85.57,177.75,alluvial,spinach
53.33,34.52,54.33,5.63,31.79,87.7,192.48,silty clay,spinach
61.92,47.99,70.2,5.86,33.34,74.38,123.19,silty clay,spinach
44.18,38.03,51.14,6.69,31.58,87.64,181.91,alluvial,spinach
36.3,36.53,69.02,6.77,32.9,84.48,160.71,silty clay,spinach
67.98,35.74,47.61,5.93,32.12,75.6,193.32,new alluvial,spinach
56.6,39.56,55.04,6.3,32.94,90.14,163.34,new alluvial,spinach
57.41,34.26,64.58,5.81,32.99,87.04,187.46,silty clay,spinach
38.03,39.23,47.05,6.36,30.86,96.98,179.47,new alluvial,spinach
75.65,30.32,65.51,6.43,32.82,91.64,160.53,silty clay,spinach
52.2,30.53,49.89,6.09,31.97,92.33,200.51,silty clay,spinach
50.76,30.83,57.8,6.02,31.11,83.03,199.51,alluvial,spinach
58.16,33.04,42.42,5.79,32.83,89.46,183.8,alluvial,spinach
75.59,38.42,73.74,6.26,32.01,87.35,152.9,silty clay,spinach
47.65,29.68,45.89,6.77,32.04,90.07,183.43,new alluvial,spinach
55.06,28.11,63.8,6.28,32.0,86.26,166.5,silty clay,spinach
74.73,33.27,66.84,6.26,30.5,83.0,165.05,new alluvial,spinach
53.75,35.21,49.21,5.31,31.59,94.77,163.26,silty clay,spinach
36.37,37.24,61.51,6.23,31.39,87.84,177.59,alluvial,spinach
57.03,30.7,52.44,6.23,31.03,88.54,230.11,alluvial,spinach
59.8,35.14,49.18,6.23,31.09,83.18,189.7,silty clay,spinach
56.2,45.77,56.14,6.66,29.45,83.93,203.05,silty clay,spinach
60.45,38.42,50.76,6.43,31.62,85.8,195.25,silty clay,spinach
45.1,39.03,56.29,6.11,33.25,89.36,197.55,new alluvial,spinach
53.14,31.54,59.42,6.47,32.81,82.23,151.79,new alluvial,spinach
52.61,26.71,57.47,6.3,28.94,81.04,171.63,new alluvial,spinach
51.25,33.16,71.17,6.36,30.28,88.62,152.42,silty clay,spinach
69.97,32.11,61.42,6.27,32.95,84.22,201.06,silty clay,spinach
40.9,41.63,57.06,6.28,33.27,83.37,154.72,alluvial,spinach
54.94,35.32,65.41,5.76,32.33,89.55,167.11,alluvial,spinach
55.82,44.15,51.48,6.24,31.3,80.97,175.77,new alluvial,spinach
59.62,27.54,39.76,6.4,32.68,90.2,149.6,alluvial,spinach
62.62,33.93,61.59,6.27,35.62,84.82,191.02,new alluvial,spinach
72.27,40.81,55.46,5.74,31.69,80.87,179.92,new alluvial,spinach
55.78,30.13,50.55,6.39,30.01,77.14,170.23,silty clay,spinach
81.93,32.66,67.84,6.28,29.54,85.76,189.98,new alluvial,spinach
81.8,17.63,70.32,7.1,26.5,59.73,234.61,alluvial,sugarcane
64.19,17.47,80.68,6.61,23.19,65.46,220.01,silty clay,sugarcane
74.48,16.71,47.57,6.79,28.35,61.16,265.51,sandy loam,sugarcane
67.81,15.0,66.6,7.1,22.87,66.84,247.5,alluvial,sugarcane
89.05,22.19,62.7,7.05,26.72,70.93,254.61,alluvial,sugarcane
83.26,18.33,68.67,7.56,25.9,58.41,260.2,sandy loam,sugarcane
72.49,24.43,61.01,6.91,25.0,57.64,232.43,alluvial,sugarcane
64.75,15.94,52.26,6.91,27.01,63.19,256.76,alluvial,sugarcane
67.24,18.6,62.25,7.41,24.75,72.51,242.29,sandy loam,sugarcane
71.93,20.45,67.94,7.6,25.42,74.45,213.4,alluvial,sugarcane
57.3,11.97,74.43,6.62,28.29,57.94,222.85,sandy loam,sugarcane
91.33,22.33,64.97,7.2,27.27,58.61,263.01,alluvial,sugarcane
72.2,15.4,60.13,7.05,25.02,61.86,262.14,sandy loam,sugarcane
83.36,27.26,73.58,6.86,27.86,63.48,229.98,alluvial,sugarcane
66.16,17.81,85.2,7.41,27.14,56.76,272.09,alluvial,sugarcane
70.58,24.26,68.26,6.94,24.74,76.01,248.12,sandy loam,sugarcane
82.83,11.05,56.17,6.81,20.63,74.54,246.12,alluvial,sugarcane
76.49,14.27,91.06,6.84,24.76,64.98,224.18,alluvial,sugarcane
47.09,41.91,77.39,7.56,27.78,65.26,203.24,new alluvial,sugarcane
90.79,11.55,58.1,6.79,27.18,61.37,247.84,sandy loam,sugarcane
71.39,28.74,70.18,6.87,27.11,67.67,257.23,sandy loam,sugarcane
80.23,17.73,75.27,7.2,23.68,56.36,266.17,sandy loam,sugarcane
99.28,13.91,44.66,6.53,25.56,57.14,260.77,sandy loam,sugarcane
71.51,19.37,56.39,7.28,24.02,69.8,302.7,alluvial,sugarcane
92.88,24.74,72.79,6.88,26.78,67.03,251.67,alluvial,sugarcane
71.99,25.54,59.8,6.93,28.58,66.08,248.1,sandy loam,sugarcane
63.08,25.33,68.65,7.43,25.65,66.33,283.63,alluvial,sugarcane
85.78,17.84,58.17,7.09,28.93,60.26,253.66,sandy loam,sugarcane
65.43,17.82,60.84,6.9,24.98,78.91,245.18,alluvial,sugarcane
79.84,19.66,69.76,7.21,26.53,67.18,261.59,alluvial,sugarcane
80.82,14.96,57.26,7.19,25.3,62.55,234.09,alluvial,sugarcane
80.35,19.11,64.65,7.3,25.32,66.12,258.32,alluvial,sugarcane
71.3,20.21,70.28,6.7,27.49,71.12,227.03,alluvial,sugarcane
63.08,8.59,72.25,6.88,25.49,56.9,242.57,alluvial,sugarcane
80.68,14.48,90.03,7.32,25.36,70.66,247.35,alluvial,sugarcane
79.12,19.61,51.6,7.31,24.33,60.85,220.36,sandy loam,sugarcane
83.56,17.5,61.88,7.07,24.74,75.93,217.48,alluvial,sugarcane
70.6,16.43,66.31,7.17,26.23,68.63,248.9,sandy loam,sugarcane
67.79,25.01,66.68,6.75,26.17,61.26,268.1,alluvial,sugarcane
68.51,22.19,72.26,7.56,25.76,63.14,247.96,sandy loam,sugarcane
43.28,19.87,56.14,7.46,27.4,66.41,271.22,alluvial,sugarcane
78.47,23.29,81.85,7.11,28.23,57.76,260.52,alluvial,sugarcane
80.43,17.94,77.57,6.92,26.12,62.47,270.65,alluvial,sugarcane
77.36,19.71,79.65,6.51,24.68,54.09,243.6,sandy loam,sugarcane
105.47,33.79,89.66,5.8,30.22,61.21,303.94,peat,sugarcane
89.63,18.55,65.84,6.71,25.93,67.43,236.12,alluvial,sugarcane
77.94,15.29,64.62,7.18,27.75,70.02,233.8,sandy loam,sugarcane
72.55,11.34,63.04,7.23,24.17,65.34,253.26,sandy loam,sugarcane
90.96,21.39,63.98,7.91,21.95,79.85,266.48,silty clay,sugarcane
88.21,27.72,71.49,6.79,23.63,69.76,218.32,alluvial,sugarcane
74.77,19.59,67.03,6.85,28.44,65.68,240.23,alluvial,sugarcane
85.59,18.87,68.52,7.38,25.85,69.25,263.31,sandy loam,sugarcane
57.12,21.57,51.32,7.16,26.03,72.76,246.51,alluvial,sugarcane
97.52,12.16,79.14,7.01,28.16,67.41,241.27,sandy loam,sugarcane
79.01,17.92,80.68,6.63,25.78,66.38,222.18,alluvial,sugarcane
78.65,28.26,76.88,7.37,23.91,69.3,248.57,alluvial,sugarcane
69.76,17.59,52.84,7.01,24.75,65.35,281.38,alluvial,sugarcane
64.09,17.93,64.29,6.91,27.82,58.56,212.46,alluvial,sugarcane
75.44,17.44,77.62,7.0,24.07,63.97,237.5,alluvial,sugarcane
74.99,23.37,77.08,7.01,27.27,56.42,236.24,sandy loam,sugarcane
71.67,12.89,54.78,7.09,25.73,62.04,267.9,alluvial,sugarcane
47.83,22.09,70.71,6.62,24.05,68.5,251.97,alluvial,sugarcane
86.74,18.01,56.89,7.21,26.32,64.18,260.9,alluvial,sugarcane
89.14,15.52,75.46,6.66,26.34,63.83,273.62,alluvial,sugarcane
70.16,17.45,65.12,7.78,26.18,67.19,242.05,alluvial,sugarcane
79.07,16.27,66.8,6.85,26.01,59.64,233.82,alluvial,sugarcane
70.13,15.51,63.02,7.72,24.87,64.07,277.69,alluvial,sugarcane
83.21,11.86,85.13,7.64,27.71,60.88,254.49,sandy loam,sugarcane
77.82,8.19,76.62,6.92,24.64,66.91,237.35,sandy loam,sugarcane
71.05,7.08,57.57,6.8,25.52,62.05,236.08,sandy loam,sugarcane
74.03,20.92,65.43,6.88,24.72,61.9,235.73,alluvial,sugarcane
90.73,11.2,75.81,7.5,24.35,68.73,215.74,alluvial,sugarcane
96.72,18.86,59.3,7.01,27.75,65.56,223.05,sandy loam,sugarcane
61.42,16.1,59.48,7.03,26.3,79.03,253.38,sandy loam,sugarcane
66.83,18.94,68.01,6.91,24.34,62.94,208.65,alluvial,sugarcane
90.07,12.04,69.05,6.85,25.07,59.89,241.55,alluvial,sugarcane
67.2,13.15,68.9,7.52,28.52,67.91,231.74,alluvial,sugarcane
64.37,21.69,62.51,7.09,26.54,60.16,252.32,alluvial,sugarcane
87.98,9.3,67.6,6.59,28.94,70.24,281.53,sandy loam,sugarcane
72.49,19.68,52.17,7.46,27.82,68.17,261.49,alluvial,sugarcane
60.02,15.29,61.41,7.0,25.27,74.82,242.29,sandy loam,sugarcane
75.11,14.03,53.47,6.95,23.7,54.89,252.52,sandy loam,sugarcane
87.04,20.02,60.25,6.89,24.19,61.02,257.99,alluvial,sugarcane
80.79,21.2,61.91,7.29,27.97,65.89,215.78,alluvial,sugarcane
62.72,14.93,45.28,6.9,26.14,67.72,238.71,alluvial,sugarcane
80.58,31.12,75.98,7.01,26.76,72.5,262.08,alluvial,sugarcane
81.63,13.31,57.2,6.98,25.96,74.33,265.32,sandy loam,sugarcane
63.57,16.33,71.97,6.69,27.73,63.72,293.05,alluvial,sugarcane
80.8,17.45,65.73,7.12,24.25,67.12,230.99,alluvial,sugarcane
61.38,12.3,77.01,7.27,24.74,67.94,251.75,alluvial,sugarcane
76.55,19.42,66.67,7.26,25.2,63.11,261.28,alluvial,sugarcane
89.79,28.28,78.25,6.79,29.51,64.7,317.09,peat,sugarcane
64.75,16.21,52.15,6.96,24.45,70.41,248.25,alluvial,sugarcane
91.28,15.3,52.1,7.27,25.33,66.69,254.62,alluvial,sugarcane
65.15,18.48,51.5,6.71,28.08,67.95,233.11,alluvial,sugarcane
73.4,11.19,48.55,7.39,25.43,59.41,204.45,alluvial,sugarcane
78.82,19.96,68.52,7.6,25.65,68.13,245.95,alluvial,sugarcane
83.53,16.49,42.34,5.34,25.22,74.5,239.33,new alluvial,sugarcane
73.91,9.18,64.92,6.5,25.07,57.45,236.33,alluvial,sugarcane
70.84,11.11,62.47,6.98,24.68,56.12,266.02,alluvial,sugarcane
97.51,32.03,37.51,7.17,27.37,78.42,229.19,new alluvial,sugarcane
61.29,23.56,68.47,6.9,23.68,67.66,246.36,alluvial,sugarcane
77.65,14.34,63.56,7.04,24.02,62.78,257.8,alluvial,sugarcane
58.5,17.81,54.4,7.06,27.7,72.2,245.95,sandy loam,sugarcane
76.74,16.45,71.1,6.53,25.47,61.35,264.43,alluvial,sugarcane
73.4,15.89,54.75,7.06,24.29,76.71,186.48,sandy loam,sugarcane
94.05,16.54,69.31,7.33,24.75,69.45,240.11,alluvial,sugarcane
92.08,20.9,79.09,7.34,26.34,69.08,302.02,alluvial,sugarcane
76.62,17.77,50.88,6.96,28.52,74.14,233.72,alluvial,sugarcane
82.43,26.04,69.38,7.2,28.67,71.75,233.2,alluvial,sugarcane
77.38,23.74,52.76,6.83,25.87,66.77,238.81,alluvial,sugarcane
70.44,12.82,64.71,6.81,23.28,65.14,214.54,alluvial,sugarcane
86.68,14.31,74.38,7.57,27.82,66.01,243.0,alluvial,sugarcane
66.82,33.52,59.15,7.01,27.23,64.39,212.32,alluvial,sugarcane
71.98,22.06,72.83,7.32,25.48,64.77,276.66,alluvial,sugarcane
78.14,24.84,80.37,6.94,26.12,70.84,252.76,alluvial,sugarcane
93.94,20.39,77.04,6.75,24.81,65.34,210.52,alluvial,sugarcane
77.24,18.33,69.64,7.26,21.74,58.72,273.83,alluvial,sugarcane
75.41,14.13,82.06,6.47,25.19,56.19,280.52,alluvial,sugarcane
58.86,10.22,63.73,7.18,27.26,60.58,263.84,alluvial,sugarcane
86.46,10.66,70.21,6.92,25.84,68.9,196.94,sandy loam,sugarcane
